Name,Predicted_Global_Sales,Actual_Global_Sales,,,,,
Wetrix,0.080869012,0.08,,-0.000869012,,,
Rugrats: Castle Capers,0.460432023,0.46,,-0.000432023,,,
Taz Wanted,0.080551244,0.08,,-0.000551244,,,
Pro Yakyuu Greatest Nine '97,0.210339844,0.21,,-0.000339844,,,
Story Hour: Adventures,0.029953346,0.03,,4.66543E-05,,,
Pony Friends 2,0.01033473,0.01,,-0.00033473,,,
Watch Dogs,0.440351047,0.45,,0.009648953,,,
LittleBigPlanet,5.819420248,5.82,,0.000579752,,,
The Bachelor: The Videogame,0.080494039,0.08,,-0.000494039,,,
Paragon,0.020472519,0.02,,-0.000472519,,,
Mario Hoops 3 on 3,1.599894889,1.6,,0.000105111,,,
LEGO Jurassic World,0.040386021,0.04,,-0.000386021,,,
Jeremy McGrath Supercross 98,1.040410765,1.04,,-0.000410765,,,
Resident Evil,0.120439693,0.12,,-0.000439693,,,
Shonen Jump's One Piece: Grand Battle,0.140112497,0.13,,-0.010112497,,,
Guilty Gear XX Slash,0.080117673,0.08,,-0.000117673,,,
All Kamen Rider: Rider Generation 2,0.100442246,0.1,,-0.000442246,,,
Classic NES Series: The Legend of Zelda,0.889960818,0.89,,3.9182E-05,,,
Stacked with Daniel Negreanu,0.030579269,0.03,,-0.000579269,,,
Go Diego Go! Great Dinosaur Rescue,0.470412359,0.47,,-0.000412359,,,
Family Party: 30 Great Games Outdoor Fun,0.160175174,0.16,,-0.000175174,,,
Galactic Attack,0.250665277,0.25,,-0.000665277,,,
Guitar Rock Tour,0.110280916,0.11,,-0.000280916,,,
Eve: Burst Error R,0.010453768,0.01,,-0.000453768,,,
The Lord of the Rings: The Return of the King,1.140472427,1.14,,-0.000472427,,,
Tengai Makyo: Dai Yon no Mokushiroku,0.010038905,0.01,,-3.89048E-05,,,
Whac-A-Mole,0.010676503,0.01,,-0.000676503,,,
Army Men: Air Combat,0.240445003,0.24,,-0.000445003,,,
Dig Dug: Digging Strike,0.050683007,0.06,,0.009316993,,,
Crash Bandicoot: The Wrath of Cortex,5.419837885,5.42,,0.000162115,,,
Tony Hawk's Proving Ground,0.250574008,0.25,,-0.000574008,,,
Empire Earth,0.050632119,0.05,,-0.000632119,,,
Discworld,0.060148142,0.06,,-0.000148142,,,
Midway Arcade Treasures: Extended Play,0.230158009,0.24,,0.009841991,,,
Area 51,0.290363096,0.29,,-0.000363096,,,
Winter Sports 2: The Next Challenge,0.080163755,0.08,,-0.000163755,,,
Need for Speed Rivals,1.26034826,1.27,,0.00965174,,,
Call of Duty 4: Modern Warfare,9.319375187,9.31,,-0.009375187,,,
Mia Hamm Soccer 64,0.070363455,0.07,,-0.000363455,,,
Monster Trux Offroad,0.010283768,0.02,,0.009716232,,,
PDC World Championship Darts 2009,0.010366879,0.01,,-0.000366879,,,
Peter Jackson's King Kong: The Official Game of the Movie,2.040270634,2.04,,-0.000270634,,,
Senran Kagura Burst: Guren no Sh?jo-tachi,0.140437134,0.14,,-0.000437134,,,
Sleepover Party,0.030385002,0.04,,0.009614998,,,
Band Hero,0.790006451,0.79,,-6.45131E-06,,,
Left 4 Dead,3.499927454,3.51,,0.010072546,,,
Tokyo Highway Battle,0.330437526,0.33,,-0.000437526,,,
The Sims 2: Bon Voyage,0.020573325,0.03,,0.009426675,,,
The Island of Dr. Frankenstein,0.030002549,0.03,,-2.54929E-06,,,
Berzerk,0.730653018,0.73,,-0.000653018,,,
Street Racer,0.1604691,0.16,,-0.0004691,,,
Yu-Gi-Oh! Forbidden Memories,1.88992019,1.88,,-0.00992019,,,
Langrisser III,0.200466901,0.2,,-0.000466901,,,
Atsumare! Power Pro Kun no DS Koushien,0.100353919,0.1,,-0.000353919,,,
Hot Wheels World Race,0.420347326,0.42,,-0.000347326,,,
World of Final Fantasy,0.339489542,0.33,,-0.009489542,,,
.hack//G.U. Vol.2//Reminisce,0.230017014,0.23,,-1.70138E-05,,,
Freekstyle,0.090400383,0.09,,-0.000400383,,,
The Amazing Spider-Man (Console Version),0.150443867,0.15,,-0.000443867,,,
Rogue Trooper,0.05072391,0.04,,-0.01072391,,,
Captain Toad: Treasure Tracker,1.190233894,1.19,,-0.000233894,,,
DC Universe Online,0.240146197,0.23,,-0.010146197,,,
NeoGeo Battle Coliseum,0.330213964,0.33,,-0.000213964,,,
Kids Learn Math: A+ Edition,0.150372617,0.15,,-0.000372617,,,
Killing Floor 2 ,0.050409071,0.05,,-0.000409071,,,
Caesar III,0.030269429,0.03,,-0.000269429,,,
The Punisher,0.520068429,0.52,,-6.84294E-05,,,
Tom Clancy's Splinter Cell: Double Agent,0.12032073,0.13,,0.00967927,,,
System Flaw,0.100490972,0.1,,-0.000490972,,,
Bejeweled 3,0.080675893,0.08,,-0.000675893,,,
My Fashion Studio,0.440155886,0.45,,0.009844114,,,
LEGO Harry Potter: Years 5-7,0.400375254,0.4,,-0.000375254,,,
Dr. Muto,0.03086096,0.03,,-0.00086096,,,
Monopoly Streets,0.270231374,0.28,,0.009768626,,,
R-Type III: The Third Lightning,0.030557416,0.03,,-0.000557416,,,
NASCAR 2005: Chase for the Cup,0.460357197,0.45,,-0.010357197,,,
WWE 2K15,1.150263503,1.15,,-0.000263503,,,
Ookami to Koushinryou: Omiowataru Kaze,0.020147547,0.02,,-0.000147547,,,
Super Robot Taisen: Original Generation,0.010251753,0.01,,-0.000251753,,,
Bratz 4 Real,0.56990537,0.57,,9.46295E-05,,,
Hotel for Dogs,0.040137239,0.05,,0.009862761,,,
We Ski & Snowboard,0.900281593,0.89,,-0.010281593,,,
Driver 2 Advance,0.350685984,0.34,,-0.010685984,,,
Fairy Fencer F,0.190089509,0.19,,-8.95089E-05,,,
Pillars of Eternity,0.01957082,0.02,,0.00042918,,,
UFC Undisputed 3,1.030469202,1.03,,-0.000469202,,,
Winning Post 4 Maximum,0.060359038,0.06,,-0.000359038,,,
Mad Dog McCree: Gunslinger Pack,0.080902278,0.08,,-0.000902278,,,
Bridge,0.270372771,0.27,,-0.000372771,,,
Arslan: The Warriors of Legend,0.090461574,0.09,,-0.000461574,,,
Discovery Kids: Snake Safari,0.020135827,0.02,,-0.000135827,,,
F-Zero: GP Legend,0.150240615,0.16,,0.009759385,,,
Tales of Destiny II,0.810144149,0.81,,-0.000144149,,,
Serious Sam: Next Encounter,0.080469176,0.07,,-0.010469176,,,
Star Wars: Jedi Starfighter,0.490437083,0.5,,0.009562917,,,
Medarot 3: Kabuto / Kuwagata Version,0.270005636,0.27,,-5.63592E-06,,,
APB Reloaded,0.029937416,0.04,,0.010062584,,,
Golden Nugget Casino,0.250182517,0.25,,-0.000182517,,,
PES 2009: Pro Evolution Soccer,0.800232559,0.8,,-0.000232559,,,
Still Life 2,0.010050677,0.02,,0.009949323,,,
Fade to Black,0.34043406,0.34,,-0.00043406,,,
Cabela's Legendary Adventures,0.420444168,0.42,,-0.000444168,,,
FIFA Soccer 2005,0.08031597,0.08,,-0.00031597,,,
Pro Yaky? Spirits 2011,0.180343688,0.18,,-0.000343688,,,
Nitroplus Blasterz: Heroines Infinite Duel,0.030206114,0.04,,0.009793886,,,
Naruto Shippuden: Ultimate Ninja Storm 3,0.510260254,0.51,,-0.000260254,,,
Thunderbirds,0.030559406,0.02,,-0.010559406,,,
Mortal Kombat 3,1.340049043,1.34,,-4.90433E-05,,,
Zapper: One Wicked Cricket!,0.050619721,0.05,,-0.000619721,,,
The Godfather: Blackhand Edition,0.149854951,0.15,,0.000145049,,,
WWE Crush Hour,0.340660803,0.35,,0.009339197,,,
MLB SlugFest 2006,0.260214254,0.26,,-0.000214254,,,
Headhunter,0.390233383,0.38,,-0.010233383,,,
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,0.020452484,0.02,,-0.000452484,,,
Scooby-Doo and the Cyber Chase,0.420128636,0.41,,-0.010128636,,,
Diablo,0.589993276,0.58,,-0.009993276,,,
Extreme Pinball,0.320366144,0.32,,-0.000366144,,,
Shadow of the Colossus,0.040544294,0.04,,-0.000544294,,,
Livly Garden,0.020332009,0.02,,-0.000332009,,,
Mobile Ops: The One Year War,0.060326889,0.06,,-0.000326889,,,
Jurassic Park: The Game,0.160718791,0.16,,-0.000718791,,,
Tales of Symphonia: Dawn of the New World,0.509974539,0.52,,0.010025461,,,
Robopon 2: Ring Version,0.009977162,0.02,,0.010022838,,,
Rayman Legends,0.580399044,0.58,,-0.000399044,,,
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,0.650356509,0.65,,-0.000356509,,,
Space Bust-A-Move,0.130712464,0.12,,-0.010712464,,,
Pro Farm 1,0.070329413,0.07,,-0.000329413,,,
Plushees,0.010138951,0.01,,-0.000138951,,,
Party Pigs: Farmyard Games,0.070187673,0.07,,-0.000187673,,,
Hannah Montana: The Movie,0.21005626,0.21,,-5.62602E-05,,,
Killzone 3,2.779820569,2.77,,-0.009820569,,,
Spyro: Enter the Dragonfly,1.970300615,1.97,,-0.000300615,,,
SimCity,1.990165435,1.98,,-0.010165435,,,
Dragster,0.320462599,0.32,,-0.000462599,,,
Final Fight: Streetwise,0.010244384,0.02,,0.009755616,,,
The Flintstones: Big Trouble in Bedrock,0.030620858,0.03,,-0.000620858,,,
Short Track Racing: Trading Paint,0.050277404,0.05,,-0.000277404,,,
Hot Pixel,0.030916117,0.03,,-0.000916117,,,
Disney Sing It: Party Hits,0.120180011,0.12,,-0.000180011,,,
LEGO Island 2: The Brickster's Revenge,0.180139408,0.18,,-0.000139408,,,
Star Gladiator Episode: I Final Crusade,0.290093303,0.3,,0.009906697,,,
WWF No Mercy,1.510049,1.5,,-0.010049,,,
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,0.030330732,0.03,,-0.000330732,,,
Disney Channel: All Star Party,0.280170456,0.28,,-0.000170456,,,
Weiss Schwarz Portable,0.100479692,0.1,,-0.000479692,,,
Madden Football 64,0.860315055,0.86,,-0.000315055,,,
Sushi Go-Round,0.040137239,0.05,,0.009862761,,,
Angry Birds Star Wars,0.220458925,0.21,,-0.010458925,,,
Dragon Ball Z: The Legacy of Goku II,1.089809209,1.09,,0.000190791,,,
Parlor! Mini 2,0.07037776,0.07,,-0.00037776,,,
Animal Crossing,3.159753412,3.15,,-0.009753412,,,
Batman Begins,0.140484467,0.15,,0.009515533,,,
Avatar: The Game,0.400423206,0.4,,-0.000423206,,,
Jumping Flash! 2,0.250588059,0.25,,-0.000588059,,,
Super Mario Bros. 3,5.210246265,5.2,,-0.010246265,,,
The History Channel: Battle for the Pacific,0.050864801,0.06,,0.009135199,,,
The Legend of Zelda: The Minish Cap(weekly JP sales),0.280414388,0.27,,-0.010414388,,,
Bushido Blade,1.170226052,1.16,,-0.010226052,,,
Sabrina The Teenage Witch: Potion Commotion,0.110463537,0.11,,-0.000463537,,,
Baja: Edge of Control,0.210320622,0.21,,-0.000320622,,,
Fortress,0.320307769,0.32,,-0.000307769,,,
Cave Story 3D,0.140411623,0.14,,-0.000411623,,,
Trauma Team,0.170414843,0.17,,-0.000414843,,,
Rune Factory: Tides of Destiny,0.229866922,0.23,,0.000133078,,,
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,0.060120232,0.06,,-0.000120232,,,
Metal Gear Ac!d,0.870359175,0.87,,-0.000359175,,,
James Bond 007: Nightfire,0.830749922,0.82,,-0.010749922,,,
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,1.21032998,1.21,,-0.00032998,,,
Game Book DS: Sword World 2.0,0.010038905,0.01,,-3.89048E-05,,,
Assassin's Creed II,5.249431774,5.26,,0.010568226,,,
Echo Night Beyond,0.030248202,0.04,,0.009751798,,,
Azure Striker Gunvolt: Striker Pack,0.010571197,0.01,,-0.000571197,,,
Justice League Heroes: The Flash,0.03037896,0.03,,-0.00037896,,,
Power Stakes,0.160341412,0.16,,-0.000341412,,,
Super Mario Land 2: 6 Golden Coins,11.17930996,11.18,,0.000690043,,,
Tekken 3D: Prime Edition,0.190141708,0.2,,0.009858292,,,
FIFA Soccer 2004,0.780184537,0.79,,0.009815463,,,
Underground Pool,0.030240409,0.03,,-0.000240409,,,
Easy Piano,0.170292847,0.16,,-0.010292847,,,
Tropix,0.060868695,0.07,,0.009131305,,,
The King of Fighters '95,0.280092083,0.28,,-9.20829E-05,,,
Juiced,0.180464722,0.18,,-0.000464722,,,
LittleBigPlanet Karting,0.879882053,0.87,,-0.009882053,,,
Fast & Furious: Showdown,0.02045536,0.02,,-0.00045536,,,
Xevious,1.520519353,1.52,,-0.000519353,,,
Grand Theft Auto IV,10.49881095,10.5,,0.001189053,,,
World Series Baseball 2K3,0.250191711,0.25,,-0.000191711,,,
World Poker Tour,0.060539909,0.06,,-0.000539909,,,
Alvin and the Chipmunks: Chipwrecked,0.110214755,0.1,,-0.010214755,,,
Marvel Super Hero Squad: The Infinity Gauntlet,0.17034366,0.17,,-0.00034366,,,
Castlevania: Lords of Shadow 2,0.20002687,0.2,,-2.68698E-05,,,
Akiba's Trip Plus,0.080139868,0.08,,-0.000139868,,,
The King of Fighters 02/03,0.030281529,0.03,,-0.000281529,,,
Flushed Away,0.100610591,0.1,,-0.000610591,,,
Dark Cavern,0.230684884,0.24,,0.009315116,,,
Pro Pinball: Big Race USA,0.660245642,0.66,,-0.000245642,,,
Naruto: Ultimate Ninja,0.600121059,0.61,,0.009878941,,,
Shinseiki Evangelion: Koutetsu no Girlfriend,0.110136032,0.11,,-0.000136032,,,
Silent Hill: Shattered Memories,0.300202534,0.3,,-0.000202534,,,
FIFA Soccer 08,1.35007704,1.35,,-7.70405E-05,,,
Games Explosion!,0.010454476,0.02,,0.009545524,,,
RollerCoaster Tycoon 2,1.240245253,1.25,,0.009754747,,,
Virtua Tennis 4,0.439980239,0.44,,1.97613E-05,,,
BlazBlue: Chrono Phantasma Extend,0.140674047,0.14,,-0.000674047,,,
Harvest Moon 2 GBC,0.120319217,0.12,,-0.000319217,,,
Road Rash,1.270397671,1.27,,-0.000397671,,,
Killzone,0.950108372,0.94,,-0.010108372,,,
Winning Post 7 2010,0.070357762,0.07,,-0.000357762,,,
Mega Brain Boost,0.010743201,0.01,,-0.000743201,,,
Dance Dance Revolution 2nd ReMIX,0.960182756,0.96,,-0.000182756,,,
Tom Clancy's EndWar,0.92030035,0.91,,-0.01030035,,,
PowerUp Heroes,0.299969263,0.3,,3.07366E-05,,,
Tekken Tag Tournament 2,0.84999112,0.85,,8.8796E-06,,,
Assassin's Creed IV: Black Flag,2.859953068,2.85,,-0.009953068,,,
Triggerheart Exelica,0.02069471,0.02,,-0.00069471,,,
Rocket League,0.240203619,0.24,,-0.000203619,,,
ThunderStrike 2,0.180323869,0.19,,0.009676131,,,
Draglade (JP sales),0.040122792,0.04,,-0.000122792,,,
Headhunter: Redemption,0.030234762,0.04,,0.009765238,,,
SpongeBob SquigglePants,0.400229134,0.4,,-0.000229134,,,
LEGO Jurassic World,0.520345561,0.52,,-0.000345561,,,
Kung Fu Panda 2,0.130445741,0.13,,-0.000445741,,,
The Sims 3: Fast Lane Stuff,0.080471307,0.08,,-0.000471307,,,
Ontamarama,0.050376058,0.05,,-0.000376058,,,
Lego Star Wars: The Force Awakens,0.290357359,0.3,,0.009642641,,,
Country Dance 2,0.460146263,0.45,,-0.010146263,,,
Kenshuui Tendo Dokuta,0.080324329,0.08,,-0.000324329,,,
Dishonored,0.510406584,0.51,,-0.000406584,,,
Brothers in Arms: Hell's Highway,0.020536132,0.02,,-0.000536132,,,
Madden NFL 17,1.230058461,1.23,,-5.84614E-05,,,
Game of Thrones,0.249769412,0.25,,0.000230588,,,
Rugby 15,0.030172147,0.03,,-0.000172147,,,
World Championship Pool 2004,0.050302282,0.05,,-0.000302282,,,
Dragon Age: Inquisition,0.589804053,0.6,,0.010195947,,,
Maximum Chase,0.070657223,0.07,,-0.000657223,,,
Monsters vs. Aliens,0.250333972,0.25,,-0.000333972,,,
The Scorpion King: Rise of the Akkadian,0.230599612,0.23,,-0.000599612,,,
E.X. Troopers,0.050690874,0.05,,-0.000690874,,,
NHL 14,0.540140696,0.54,,-0.000140696,,,
MC Groovz Dance Craze,0.200251445,0.2,,-0.000251445,,,
Quest 64,0.470013678,0.47,,-1.36781E-05,,,
Knockout Kings 2002,0.92041029,0.91,,-0.01041029,,,
Animal Crossing: Happy Home Designer,3.049653411,3.05,,0.000346589,,,
Tiger Woods PGA Tour,0.210171729,0.21,,-0.000171729,,,
Assassin's Creed: Unity,3.959788293,3.96,,0.000211707,,,
Shining Blade,0.200014591,0.2,,-1.45912E-05,,,
Bomberman: Act Zero,0.040912472,0.04,,-0.000912472,,,
Hakuouki: Zuisouroku DS,0.040144987,0.04,,-0.000144987,,,
Soul Eater: Monotone Princess,0.020452484,0.02,,-0.000452484,,,
SNK Arcade Classics Vol. 1,0.18055702,0.19,,0.00944298,,,
Custom Drive,0.020452484,0.02,,-0.000452484,,,
Yu-Gi-Oh! Monster Capsule Breed & Battle,0.279994696,0.28,,5.30362E-06,,,
SoulCalibur Legends,0.180494212,0.18,,-0.000494212,,,
Kingdom Hearts: Birth by Sleep,2.049325421,2.06,,0.010674579,,,
The Backyardigans,0.249929726,0.25,,7.02739E-05,,,
Cloudy With a Chance of Meatballs,0.110593781,0.11,,-0.000593781,,,
Second Sight,0.070133783,0.07,,-0.000133783,,,
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,0.040035062,0.04,,-3.50615E-05,,,
Midnight Club: Los Angeles,2.450173378,2.45,,-0.000173378,,,
Dark Souls II,0.230021089,0.23,,-2.10893E-05,,,
Guitar Hero: Aerosmith,1.230185375,1.23,,-0.000185375,,,
Moto Racer World Tour,0.370457426,0.38,,0.009542574,,,
Tom Clancy's Rainbow Six: Siege,2.210184969,2.21,,-0.000184969,,,
Fable II,4.269058019,4.27,,0.000941981,,,
Zapper: One Wicked Cricket!,0.140616775,0.14,,-0.000616775,,,
4 Elements,0.05066666,0.05,,-0.00066666,,,
X-Blades,0.150155947,0.14,,-0.010155947,,,
inFAMOUS,2.929784253,2.93,,0.000215747,,,
Sengoku Cyber: Fujimaru Jigokuhen,0.120472305,0.12,,-0.000472305,,,
NBA 2K10,0.370107271,0.37,,-0.000107271,,,
LEGO Star Wars: The Video Game,1.410372905,1.41,,-0.000372905,,,
Fighter Maker,0.170110635,0.17,,-0.000110635,,,
The Crew,0.160705544,0.16,,-0.000705544,,,
Wayne Gretzky's 3D Hockey '98,0.050365321,0.05,,-0.000365321,,,
The Lord of the Rings: War in the North,0.190269396,0.19,,-0.000269396,,,
The Dukes of Hazzard: Return of the General Lee,0.080299847,0.08,,-0.000299847,,,
Test Drive: Eve of Destruction,0.230497107,0.23,,-0.000497107,,,
MLB Pennant Race,0.290347129,0.29,,-0.000347129,,,
One Piece: Unlimited Adventure,0.190277077,0.19,,-0.000277077,,,
Pokémon Crystal Version,6.389149711,6.39,,0.000850289,,,
Dance Dance Revolution (Japan),1.350118369,1.35,,-0.000118369,,,
Octomania,0.060782634,0.06,,-0.000782634,,,
Secret Weapons Over Normandy,0.48041255,0.48,,-0.00041255,,,
EA Sports UFC,1.050180569,1.05,,-0.000180569,,,
Ride to Hell,0.060362548,0.06,,-0.000362548,,,
Tony Hawk's Pro Skater 2,0.760329507,0.76,,-0.000329507,,,
NBA 09: The Inside,0.17028629,0.17,,-0.00028629,,,
Attack of the Movies 3D,0.040970691,0.04,,-0.000970691,,,
Pharaoh,0.020271085,0.02,,-0.000271085,,,
We Ski,1.659948669,1.67,,0.010051331,,,
Fantastic Pets,0.410194494,0.41,,-0.000194494,,,
Shattered Union,0.040669091,0.04,,-0.000669091,,,
Destiny: The Collection,0.240772173,0.24,,-0.000772173,,,
Where the Wild Things Are,0.110516377,0.11,,-0.000516377,,,
Scooby-Doo! First Frights,0.830380604,0.82,,-0.010380604,,,
Wheel of Fortune,0.950097278,0.95,,-9.72778E-05,,,
The Land Before Time: Great Valley Racing Adventure,0.100471064,0.1,,-0.000471064,,,
NBA 08,0.030231133,0.03,,-0.000231133,,,
Sonic X: Game Boy Advance Video Volume 1,0.260376997,0.27,,0.009623003,,,
The Godfather (US & Others sales),0.240431741,0.24,,-0.000431741,,,
Carmen Sandiego: The Secret of the Stolen Drums,0.060342215,0.06,,-0.000342215,,,
Bratz: Forever Diamondz,1.489845954,1.48,,-0.009845954,,,
Itadaki Street 2: Neon Sign wa Bara Iro ni,0.29034961,0.29,,-0.00034961,,,
Warhammer: Shadow of the Horned Rat,0.190481223,0.19,,-0.000481223,,,
Dungeon Hunter Alliance,0.190476306,0.2,,0.009523694,,,
Scene It? Bright Lights! Big Screen!,0.140373185,0.14,,-0.000373185,,,
Excitebike 64,1.000414297,1,,-0.000414297,,,
A-Train: City Simulator,0.060269028,0.06,,-0.000269028,,,
I'm A Celebrity: Get Me Out of Here!,0.170383148,0.17,,-0.000383148,,,
htoL#NiQ: The Firefly Diary,0.010774888,0.01,,-0.000774888,,,
Pro Yakyuu Spirits 5 Kanzenban,0.030362874,0.03,,-0.000362874,,,
Madden NFL 09,2.529801957,2.53,,0.000198043,,,
Theresia...,0.050053008,0.06,,0.009946992,,,
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,0.040381595,0.04,,-0.000381595,,,
Densetsu no Stafi 2,0.440560706,0.44,,-0.000560706,,,
Board Game Classics,0.080188558,0.08,,-0.000188558,,,
NBA Inside Drive 2002,0.370168395,0.37,,-0.000168395,,,
Buffy the Vampire Slayer: Wrath of the Darkhul King,0.030564278,0.03,,-0.000564278,,,
Scooby-Doo,0.460534975,0.46,,-0.000534975,,,
Perfect Dark,2.520321473,2.52,,-0.000321473,,,
Army Men World War: Final Front,0.440425739,0.44,,-0.000425739,,,
Strike Witches: Shirogane no Tsubasa,0.020489931,0.02,,-0.000489931,,,
NBA Hoopz,0.130162358,0.13,,-0.000162358,,,
LEGO The Lord of the Rings,0.230374187,0.22,,-0.010374187,,,
Sniper Elite 3,0.690326609,0.68,,-0.010326609,,,
Bulletstorm,1.020071924,1.02,,-7.19237E-05,,,
San Francisco Rush 2049,0.200470909,0.2,,-0.000470909,,,
Championship Pony,0.100128286,0.1,,-0.000128286,,,
Fernbus Simulator,0.01033473,0.01,,-0.00033473,,,
Dynasty Warriors 8: Xtreme Legends,0.160703085,0.16,,-0.000703085,,,
Devil's Third,0.070029885,0.06,,-0.010029885,,,
BioShock Infinite,1.690315098,1.69,,-0.000315098,,,
ECW Hardcore Revolution,0.220118284,0.22,,-0.000118284,,,
Blades of Time,0.100249015,0.1,,-0.000249015,,,
Psychonauts,0.100694008,0.09,,-0.010694008,,,
Hummer Badlands,0.050383389,0.05,,-0.000383389,,,
Resident Evil: Revelations,0.040372044,0.04,,-0.000372044,,,
Fate/Extella: The Umbral Star,0.110558398,0.11,,-0.000558398,,,
FIFA Soccer 2003,0.640271395,0.63,,-0.010271395,,,
Tiger Woods PGA Tour 09 All-Play,1.41009935,1.42,,0.00990065,,,
James Bond 007: Agent Under Fire,3.540450104,3.53,,-0.010450104,,,
Prince of Persia: Revelations,0.210127786,0.21,,-0.000127786,,,
Tokimeki Memorial Girl's Side Premium: 3rd Story,0.070141152,0.07,,-0.000141152,,,
Song of the Deep,0.060344502,0.06,,-0.000344502,,,
Petz: Dolphinz Encounter,0.020139113,0.02,,-0.000139113,,,
College Hoops 2K6,0.090218812,0.1,,0.009781188,,,
DiRT 2,0.980251305,0.99,,0.009748695,,,
Legend of Kay,0.060256571,0.06,,-0.000256571,,,
Puyo Pop Fever (JP sales),0.090860605,0.09,,-0.000860605,,,
MX SuperFly featuring Ricky Carmichael,0.290448718,0.28,,-0.010448718,,,
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,0.010148823,0.01,,-0.000148823,,,
The Berenstain Bears and the Spooky Old Tree,0.04062029,0.05,,0.00937971,,,
Batman: Dark Tomorrow,0.100633524,0.11,,0.009366476,,,
Ratchet & Clank Future: A Crack in Time,1.870407715,1.86,,-0.010407715,,,
Tokyo Xtreme Racer Zero,1.500189371,1.5,,-0.000189371,,,
White Album: Tsuzurareru Fuyu no Omoide,0.050143711,0.05,,-0.000143711,,,
Battle Arena Toshinden,1.260273226,1.27,,0.009726774,,,
Yu-Gi-Oh! World Championship Tournament 2004,0.560360186,0.56,,-0.000360186,,,
Mini-Yonku GB: Let's & Go!!,0.370445147,0.37,,-0.000445147,,,
Super Fruit Fall,0.010676503,0.02,,0.009323497,,,
Mini Ninjas,0.290105149,0.29,,-0.000105149,,,
Duck Hunt,28.30884867,28.31,,0.001151328,,,
World of Warcraft: Legion,0.31993331,0.32,,6.66898E-05,,,
Call of Duty: Infinite Warfare,4.469707593,4.46,,-0.009707593,,,
Hot Shots Golf,2.799970858,2.79,,-0.009970858,,,
Daniel X: The Ultimate Power,0.060254022,0.07,,0.009745978,,,
Dead in the Water,0.050453648,0.05,,-0.000453648,,,
